RNA	protein	label
ENSMUST00000228254	A0A1L1SR84	0
ENSMUST00000186872	Q8VFV3	0
ENSMUST00000195716	Q6J1H4	1
ENSMUST00000214867	Q99LI7	0
ENSMUST00000136578	Q8CAH7	0
ENSMUST00000209367	Q3TP51	0
ENSMUST00000203086	A0A140LHX5	0
ENSMUST00000171098	P06537	1
ENSMUST00000194955	Q8K2P2	0
ENSMUST00000197991	A0A1B0GSR0	0
ENSMUST00000235597	E9Q6E0	0
ENSMUST00000139361	A0A0A6YY37	0
ENSMUST00000187479	Q02248	1
ENSMUST00000130733	A0A2R8VJN0	0
ENSMUST00000126965	E9Q6Q8	0
ENSMUST00000216467	P58406	0
ENSMUST00000145751	P70314	1
ENSMUST00000152538	P28700	1
ENSMUST00000212762	Q5SPX8	0
ENSMUST00000189996	P29037	1
ENSMUST00000227624	E9Q3S5	0
ENSMUST00000180850	P54103	1
ENSMUST00000217239	A0A0G2JH05	0
ENSMUST00000198296	Q8C6P8	1
ENSMUST00000185998	Q69ZA1-2	0
ENSMUST00000208803	Q7TPM6-2	0
ENSMUST00000224419	P70365-2	0
ENSMUST00000187948	Q06831	1
ENSMUST00000128662	P42582	1
ENSMUST00000209814	P20152	0
ENSMUST00000181028	P42230	1
ENSMUST00000234698	Q8K045	0
ENSMUST00000193468	Q91W39	0
ENSMUST00000181943	A0A0R4J0J4	0
ENSMUST00000101402	Q08ED5	0
ENSMUST00000146010	Q9D976	0
ENSMUST00000123620	P37242	1
ENSMUST00000180728	Q8VIG1	1
ENSMUST00000136927	Q60954	1
ENSMUST00000196305	Q9D3E6	1
ENSMUST00000196971	E9Q572	0
ENSMUST00000130244	P53566	1
ENSMUST00000198248	Q9ES97	0
ENSMUST00000205869	O08750	1
ENSMUST00000221741	Q8QZY2	0
ENSMUST00000131021	O70546	1
ENSMUST00000185908	P30731-4	0
ENSMUST00000128545	P22605	1
ENSMUST00000144738	P17679	1
ENSMUST00000237829	P08046	0
ENSMUST00000150364	Q07802	1
ENSMUST00000123263	Q8C7R7	1
ENSMUST00000189204	P29037	1
ENSMUST00000227476	A0A3B2W7C9	0
ENSMUST00000150482	S4R213	0
ENSMUST00000130296	P28700	1
ENSMUST00000198000	E9Q6E0	0
ENSMUST00000187198	P51960	1
ENSMUST00000200675	Q99KJ5	0
ENSMUST00000203086	P47930	1
ENSMUST00000176338	Q61418	0
ENSMUST00000160659	Q91WW4	0
ENSMUST00000208165	Q91ZW3	1
ENSMUST00000137373	E9Q0X7	0
ENSMUST00000200001	Q06507	1
ENSMUST00000226948	Q8BSN9-3	0
ENSMUST00000181498	A0A087WPV4	0
ENSMUST00000208629	Q64705	1
ENSMUST00000197032	P17679	1
ENSMUST00000125269	Q8CFC7-3	0
ENSMUST00000206447	Q61164	1
ENSMUST00000203106	Q9WTX7	0
ENSMUST00000238058	A0A0A6YXT8	0
ENSMUST00000129441	Q60954	1
ENSMUST00000201067	P37242	1
ENSMUST00000208993	Q00322	1
ENSMUST00000206566	Q7TNU5	0
ENSMUST00000141275	P06876	1
ENSMUST00000127990	P22091	1
ENSMUST00000232782	Q8QZS3	0
ENSMUST00000199063	Q99K82-4	0
ENSMUST00000155382	P52633	1
ENSMUST00000202607	Q61191	1
ENSMUST00000208305	P17433	1
ENSMUST00000146754	P26323	1
ENSMUST00000191476	A0A0G2JGY6	0
ENSMUST00000218818	A0A0R4J0W0	0
ENSMUST00000152968	P42227	1
ENSMUST00000211068	Q91WW5	0
ENSMUST00000233194	A0A0A6YY19	0
ENSMUST00000036304	Q8BWN8	0
ENSMUST00000180474	Q6P1B9	0
ENSMUST00000156467	P29341	1
ENSMUST00000196689	Q91Y44	1
ENSMUST00000224991	Q05512-3	0
ENSMUST00000169163	P11416	1
ENSMUST00000134512	B8JKF6	0
ENSMUST00000218783	A0A087WR62	0
ENSMUST00000227829	A0A0A6YY50	0
ENSMUST00000180802	P50220	1
ENSMUST00000143652	P42232	1
ENSMUST00000193141	A0A0G2JED0	0
ENSMUST00000189584	Q5DQR4-3	0
ENSMUST00000231729	P56857-2	0
ENSMUST00000235256	Q3TEL6	0
ENSMUST00000150690	Q04863	1
ENSMUST00000153089	P25799	1
ENSMUST00000218558	Q9Z351-7	0
ENSMUST00000193076	Q7TRB1	0
ENSMUST00000193816	Q8BIF9	0
ENSMUST00000129875	Q9Z0Y9	1
ENSMUST00000186480	P70284	1
ENSMUST00000195148	P49698	1
ENSMUST00000159296	Q7TNU5	0
ENSMUST00000181967	Q61501	1
ENSMUST00000227419	Q99MV5	0
ENSMUST00000207368	Q64191	0
ENSMUST00000187926	P48985	1
ENSMUST00000163186	Q9QZD5	0
ENSMUST00000192229	B0QZH4	0
ENSMUST00000188193	Q8VDK3	1
ENSMUST00000209471	Q02496	0
ENSMUST00000164074	Q925J9	1
ENSMUST00000202047	Q64287	1
ENSMUST00000186180	P52430	0
ENSMUST00000124489	P22605	1
ENSMUST00000165200	P46684	1
ENSMUST00000219319	Q8C4M7	0
ENSMUST00000200931	Q60611	1
ENSMUST00000187731	Q91VL8	1
ENSMUST00000185013	Q7TMD7	0
ENSMUST00000130724	A0A0N4SVS4	0
ENSMUST00000205925	A2A9I7	1
ENSMUST00000202914	O70546	1
ENSMUST00000145415	P37238	1
ENSMUST00000181800	Q3V3R4	0
ENSMUST00000188160	Q9CW03	1
ENSMUST00000214666	F1T2M3	0
ENSMUST00000131509	P17433	1
ENSMUST00000191482	A2A9I7	1
ENSMUST00000203453	Q64249	1
ENSMUST00000205739	B8JJM3	0
ENSMUST00000196486	P62915	1
ENSMUST00000210144	Q6PHZ5	0
ENSMUST00000221195	B7ZCE7	0
ENSMUST00000155864	P30658	0
ENSMUST00000192572	P70255	1
ENSMUST00000188069	H3BJN3	0
ENSMUST00000186258	P26323	1
ENSMUST00000153616	Q8BX22-3	0
ENSMUST00000159627	P22605	1
ENSMUST00000151828	Q3UVL4	0
ENSMUST00000233368	B2RT14	0
ENSMUST00000192111	Q7TRG6	0
ENSMUST00000184796	Q06770	0
ENSMUST00000071522	Q6PA06-2	0
ENSMUST00000145585	Q80VR2	1
ENSMUST00000139288	P10085	1
ENSMUST00000206788	Q60674	1
ENSMUST00000149387	I1E4X6	0
ENSMUST00000205586	Q9CU62	1
ENSMUST00000236488	F7AB82	0
ENSMUST00000208353	Q3TKT4	1
ENSMUST00000236940	Q8R060	0
ENSMUST00000181967	P42128	1
ENSMUST00000132414	Q9WTL8	1
ENSMUST00000187415	P52633	1
ENSMUST00000141390	P31266	1
ENSMUST00000213469	A2ART8	0
ENSMUST00000194382	P08775	1
ENSMUST00000126231	D3Z2F2	0
ENSMUST00000154284	H3BJI6	0
ENSMUST00000189493	Q61550	1
ENSMUST00000161822	D3Z6E4	0
ENSMUST00000195704	P34056	1
ENSMUST00000207056	Q3TPC3	0
ENSMUST00000187259	Q497L8	0
ENSMUST00000203354	Q9CW03	1
ENSMUST00000198171	P48281	1
ENSMUST00000205833	P35582	1
ENSMUST00000150195	Q61550	1
ENSMUST00000123544	P17679	1
ENSMUST00000129379	Q9CQJ4	1
ENSMUST00000216321	A0A1W2P796	0
ENSMUST00000197337	Q9CW03	1
ENSMUST00000218959	A0A0U1RNY6	0
ENSMUST00000188305	Q9Z0Y9	1
ENSMUST00000125317	Q99ME7	1
ENSMUST00000211456	A0A087WPH5	0
ENSMUST00000180442	Q60954	1
ENSMUST00000069035	P15806	1
ENSMUST00000134679	B2RUC1	0
ENSMUST00000200006	Q9Z0N1	0
ENSMUST00000170085	Q80V42	0
ENSMUST00000236670	D3Z3X5	0
ENSMUST00000189147	E9QPI5	0
ENSMUST00000079186	Q62383	1
ENSMUST00000212927	Q7TSY6-6	0
ENSMUST00000172285	Q9D3E6	1
ENSMUST00000129617	P37172	0
ENSMUST00000150185	P35583	1
ENSMUST00000219455	P39061-2	0
ENSMUST00000184991	F6QXA3	0
ENSMUST00000163056	Q8K402	0
ENSMUST00000180455	A0A0A6YWI6	0
ENSMUST00000203807	Q3ZK22-3	0
ENSMUST00000195310	D6RI50	0
ENSMUST00000225384	A0A1B0GSS2	0
ENSMUST00000176762	Q3TKT4	1
ENSMUST00000180517	Q5SV66	0
ENSMUST00000186893	H3BLB9	0
ENSMUST00000150690	P15066	1
ENSMUST00000135990	Q9JM73	1
ENSMUST00000233736	E0CY95	0
ENSMUST00000193595	Q62383	1
ENSMUST00000202399	A0A0N4SUI4	0
ENSMUST00000173437	P20263	1
ENSMUST00000180496	P34056	1
ENSMUST00000238444	A4FTY8	0
ENSMUST00000198198	P19091	1
ENSMUST00000218077	Q91Y44	1
ENSMUST00000138729	Q60954	1
ENSMUST00000219423	E9QAB8	0
ENSMUST00000186765	P27577	1
ENSMUST00000228765	Q3UTJ2-7	0
ENSMUST00000177831	Q9JM99-3	0
ENSMUST00000219796	A2AP83	0
ENSMUST00000186532	A0A1L1SSV2	0
ENSMUST00000150195	A0A2R8VHJ2	0
ENSMUST00000147187	P70326	1
ENSMUST00000129058	Q920A7-2	0
ENSMUST00000192060	Q5DTY9	0
ENSMUST00000130478	E0CY98	0
ENSMUST00000131733	Q8BKA3	1
ENSMUST00000189046	Q8BUN5	1
ENSMUST00000209523	Q5SX79-2	0
ENSMUST00000224827	Q91YT7	0
ENSMUST00000127688	D3Z592	0
ENSMUST00000189831	Q07802	1
ENSMUST00000203539	Q810J8	0
ENSMUST00000151881	P29037	1
ENSMUST00000210383	E9PV12	0
ENSMUST00000236447	F7CC62	0
ENSMUST00000146754	Q923C7	0
ENSMUST00000186556	P47930	1
ENSMUST00000168775	Q9Z256	0
ENSMUST00000156511	Q04207	1
ENSMUST00000133550	Q8BG15-4	0
ENSMUST00000163194	Q60611	1
ENSMUST00000159213	A0A3B2WAY2	0
ENSMUST00000136218	E0CYB9	0
ENSMUST00000136578	Q6J1H4	1
ENSMUST00000225524	Q8CBY1-2	0
ENSMUST00000122839	P23204	1
ENSMUST00000128562	P70314	1
ENSMUST00000142486	Q02248	1
ENSMUST00000181773	Q62383	1
ENSMUST00000224832	A2ACV6	0
ENSMUST00000192897	Q99KG3-3	0
ENSMUST00000195000	A0A0R4J1Z9	0
ENSMUST00000238310	Q8C4B4	0
ENSMUST00000117191	Q61164	1
ENSMUST00000218017	A4QPC5	0
ENSMUST00000181112	P25799	1
ENSMUST00000181815	Q8CCI5	1
ENSMUST00000137462	Q7TR58	0
ENSMUST00000145464	Q9Z0Y9	1
ENSMUST00000162837	Q02248	1
ENSMUST00000146868	D6RIN6	0
ENSMUST00000187198	P11416	1
ENSMUST00000142137	P49698	1
ENSMUST00000199386	P17433	1
ENSMUST00000182027	P08775	1
ENSMUST00000180802	P37238	1
ENSMUST00000193032	Q3TBL6	0
ENSMUST00000231497	G3X8Y1	0
ENSMUST00000191060	Q80UP3	0
ENSMUST00000115107	Q7TNE1	0
ENSMUST00000147410	B8JJC6	0
ENSMUST00000204123	Q62431	1
ENSMUST00000200582	Q8VIG1	1
ENSMUST00000181016	P13346	1
ENSMUST00000192005	Q9D0Z3-3	0
ENSMUST00000194835	P05627	1
ENSMUST00000171747	Q64287	1
ENSMUST00000202533	P70662	1
ENSMUST00000211753	K7N727	0
ENSMUST00000229204	Q99L04	0
ENSMUST00000211342	P19639	0
ENSMUST00000185173	P97503	1
ENSMUST00000231729	Q9QY42-2	0
ENSMUST00000152190	Q9CU62	1
ENSMUST00000159273	Q60611	1
ENSMUST00000221416	Q99K46	0
ENSMUST00000151931	Q08775	1
ENSMUST00000236086	P70699	0
ENSMUST00000127060	Q3UV55	1
ENSMUST00000195495	Q61164	1
ENSMUST00000147186	P97503	1
ENSMUST00000145751	Q9WTX7	0
ENSMUST00000179640	Q924L1-3	0
ENSMUST00000132913	P19091	1
ENSMUST00000162239	Q9CW03	1
ENSMUST00000208305	Q9CW03	1
ENSMUST00000107095	P97474	1
ENSMUST00000191708	A2AK62	0
ENSMUST00000203242	D3YYU8	0
ENSMUST00000148997	Q9QY42-2	0
ENSMUST00000237574	Q7TPQ8	0
ENSMUST00000150111	Q5NCY0	1
ENSMUST00000182545	P37238	1
ENSMUST00000160321	Q99K73	0
ENSMUST00000133698	A0A1B0GRN6	0
ENSMUST00000231981	A2BDY3	0
ENSMUST00000213839	Q8K4Q8	0
ENSMUST00000180735	Q04207	1
ENSMUST00000128743	E0CX35	0
ENSMUST00000139512	P15066	1
ENSMUST00000191576	O70546	1
ENSMUST00000180630	P25799	1
ENSMUST00000160105	Q61169	1
ENSMUST00000196422	Q9CWR8	1
ENSMUST00000146531	Q8VDK3	1
ENSMUST00000217147	Q922K7	0
ENSMUST00000212850	V9GX52	0
ENSMUST00000188535	Q9R1E0	1
ENSMUST00000141473	P01108	1
ENSMUST00000234786	A0A1D5RLA9	0
ENSMUST00000220503	O88839	0
ENSMUST00000219854	Q96DY5	0
ENSMUST00000174452	P37242	1
ENSMUST00000200306	P18828-2	0
ENSMUST00000225434	E9Q707	0
ENSMUST00000198939	A0A087WSG0	0
ENSMUST00000056711	P81270	1
ENSMUST00000100807	Q0P688	0
ENSMUST00000136052	P35583	1
ENSMUST00000146041	P12979	1
ENSMUST00000132485	P41183	1
ENSMUST00000233072	Q6RI63	0
ENSMUST00000123210	P26369	1
ENSMUST00000187067	P08775	1
ENSMUST00000221920	E9Q0X7	0
ENSMUST00000141875	Q9QYB1	0
ENSMUST00000237768	A0A1D5RLE5	0
ENSMUST00000189226	Q8R255	0
ENSMUST00000189293	Q60954	1
ENSMUST00000162520	A0A0D2X7Z2	0
ENSMUST00000180450	P46684	1
ENSMUST00000185536	P31266	1
ENSMUST00000133451	Q06831	1
ENSMUST00000139455	Q921N8	1
ENSMUST00000126016	Q8VDK3	1
ENSMUST00000193674	Q62318	1
ENSMUST00000148466	Q91VL8	1
ENSMUST00000123812	Q64131	1
ENSMUST00000159257	P13346	1
ENSMUST00000203704	A0A1L1SR84	0
ENSMUST00000206842	P37238	1
ENSMUST00000145068	Q00422	1
ENSMUST00000131029	A0A5F8MPL5	0
ENSMUST00000227757	Q9JJT2-4	0
ENSMUST00000153083	P53566	1
ENSMUST00000185236	Q8BSQ9	0
ENSMUST00000126640	Q6J1H4	1
ENSMUST00000152025	Q61550	1
ENSMUST00000198715	A2A8V8	0
ENSMUST00000237649	Q8C0Y0	0
ENSMUST00000222845	H3BJL4	0
ENSMUST00000184835	A0A087WNR0	0
ENSMUST00000197559	Q99LL5	0
ENSMUST00000176950	Q07802	1
ENSMUST00000139773	F8WJD6	0
ENSMUST00000208733	O89109	0
ENSMUST00000189080	A0A0R4J1F6	0
ENSMUST00000228461	Q921Y4	0
ENSMUST00000209128	O70546	1
ENSMUST00000186160	Q8C7R7	1
ENSMUST00000209101	P27577	1
ENSMUST00000208872	Q8VEW5	0
ENSMUST00000204284	Q04887	1
ENSMUST00000149283	Q8BUN5	1
ENSMUST00000194962	L7N2D2	0
ENSMUST00000145372	P16951	1
ENSMUST00000191531	P34056	1
ENSMUST00000189386	Q60674	1
ENSMUST00000144230	Q9Z2D8	1
ENSMUST00000200537	P70265	0
ENSMUST00000140087	Q7TPM6-2	0
ENSMUST00000189767	Q9Z148	1
ENSMUST00000181600	P42582	1
ENSMUST00000180562	P51960	1
ENSMUST00000196302	P09450	1
ENSMUST00000185396	F6ZC60	0
ENSMUST00000239228	G3X9H7	0
ENSMUST00000187604	Q8R2Q4	0
ENSMUST00000226933	B2RQ20	0
ENSMUST00000228762	Q60931	0
ENSMUST00000161868	Q9D3E6	1
ENSMUST00000192965	Q3TKT4	1
ENSMUST00000144876	P70662	1
ENSMUST00000129158	P42128	1
ENSMUST00000194988	P17679	1
ENSMUST00000148466	Q8BP71	1
ENSMUST00000174630	Q04863	1
ENSMUST00000231757	Q5DTT2-3	0
ENSMUST00000234865	B7ZCE7	0
ENSMUST00000160030	Q8BUN5	1
ENSMUST00000132849	P12979	1
ENSMUST00000150536	A0A087WQI3	0
ENSMUST00000152031	Q9CQ35	0
ENSMUST00000186347	Q9JKJ9	0
ENSMUST00000131707	E9QAM4	0
ENSMUST00000173799	Q61550	1
ENSMUST00000187067	E0CZ42	0
ENSMUST00000213914	P16951	1
ENSMUST00000194112	F6V8M6	0
ENSMUST00000141271	Q99MA9	1
ENSMUST00000124853	Q02067	1
ENSMUST00000135238	Q8VG78	0
ENSMUST00000135385	Q61473	1
ENSMUST00000186189	Q91VL8	1
ENSMUST00000123784	P43241	1
ENSMUST00000161759	F6TMZ3	0
ENSMUST00000181204	P01101	1
ENSMUST00000160065	Q78Y73	0
ENSMUST00000196840	P20263	1
ENSMUST00000197756	P10085	1
ENSMUST00000161939	O35185	1
ENSMUST00000162558	Q6PF93-2	0
ENSMUST00000237961	M0QWF3	0
ENSMUST00000236540	E9QNA7	0
ENSMUST00000197208	Q5XJV7	0
ENSMUST00000151091	Q9Z0Y9	1
ENSMUST00000190508	E9Q682	0
ENSMUST00000098532	Q8BVJ7	0
ENSMUST00000191181	Q3UHU5-2	0
ENSMUST00000132332	P20263	1
ENSMUST00000139471	Q6KAQ7	0
ENSMUST00000190816	Q504N0	0
ENSMUST00000199380	Q6NZA9	1
ENSMUST00000221514	Q7TS04	0
ENSMUST00000128894	Q99ME7	1
ENSMUST00000217220	P58252	0
ENSMUST00000183220	D3YZC9	0
ENSMUST00000189071	Q925F3	0
ENSMUST00000192053	Q02248	1
ENSMUST00000211167	Q8CCE9-4	0
ENSMUST00000124620	P70326	1
ENSMUST00000198349	Q61501	1
ENSMUST00000239226	Q8VFU0	0
ENSMUST00000227127	Q7TRS0	0
ENSMUST00000138275	P11416	1
ENSMUST00000232204	Q8JZW5	0
ENSMUST00000199429	A0A3B2WDC9	0
ENSMUST00000224808	Q9CZT8	0
ENSMUST00000232125	P40936	0
ENSMUST00000126231	P51960	1
ENSMUST00000131642	Q921N8	1
ENSMUST00000191547	P47867	0
ENSMUST00000188147	P37242	1
ENSMUST00000147847	Q8BP71	1
ENSMUST00000210903	Q9Z1L4	0
ENSMUST00000183226	Q61169	1
ENSMUST00000128998	P47806	1
ENSMUST00000174019	B2RR83	1
ENSMUST00000228336	Q60847-3	0
ENSMUST00000042671	A0A2I3BPX3	0
ENSMUST00000144612	Q9DCH6	0
ENSMUST00000219137	P39061-1	0
ENSMUST00000183413	P35583	1
ENSMUST00000070942	Q64287	1
ENSMUST00000189573	V9GXX2	0
ENSMUST00000222011	Q9EP97	0
ENSMUST00000195644	Q9EQH4-2	0
ENSMUST00000132069	Q9JKX3-3	0
ENSMUST00000135682	Q8VDK3	1
ENSMUST00000187450	P16951	1
ENSMUST00000180515	Q64705	1
ENSMUST00000218961	Q9R0N7-2	0
ENSMUST00000200449	P15314	1
ENSMUST00000149741	P48985	1
ENSMUST00000229209	Q5RJF7-2	0
ENSMUST00000226102	A0A3B2WCT9	0
ENSMUST00000226970	O08747	0
ENSMUST00000168525	J3JS84	0
ENSMUST00000236556	Q9JJ48	0
ENSMUST00000047607	Q8VDK3	1
ENSMUST00000137462	Q6PDQ2	1
ENSMUST00000224716	L7N2C0	0
ENSMUST00000181309	P27038	0
ENSMUST00000149820	Q60591	1
ENSMUST00000168951	P29037	1
ENSMUST00000134206	P70662	1
ENSMUST00000150239	P29037	1
ENSMUST00000228796	Q8C7R4	0
ENSMUST00000130630	A0A0R4J1Y4	0
ENSMUST00000145961	Q04863	1
ENSMUST00000226618	D3Z5R0	0
ENSMUST00000186992	P17679	1
ENSMUST00000156994	O09061	0
ENSMUST00000180802	P48432	1
ENSMUST00000214412	Q9R0X2	0
ENSMUST00000142429	P70255	1
ENSMUST00000208595	Q6PDQ2	1
ENSMUST00000232553	Q9CQG2-2	0
ENSMUST00000147847	A0A140LIR1	0
ENSMUST00000235198	E9Q4Y5	0
ENSMUST00000124746	Q61191	1
ENSMUST00000143191	P27577	1
ENSMUST00000137349	Q04207	1
ENSMUST00000223798	Q8BMA3	0
ENSMUST00000150239	P28033	1
ENSMUST00000133270	Q9Z0Y9	1
ENSMUST00000159273	P10085	1
ENSMUST00000217709	Q8R0S1	0
ENSMUST00000194148	P17679	1
ENSMUST00000034550	Q60611	1
ENSMUST00000198159	P19091	1
ENSMUST00000148466	Q9CWR8	1
ENSMUST00000155136	A0A0A0MQA2	0
ENSMUST00000138361	P81270	1
ENSMUST00000153051	Q91Y44	1
ENSMUST00000233618	A0A1D5RL92	0
ENSMUST00000131007	Q9CQJ4	1
ENSMUST00000145525	P70353	1
ENSMUST00000110507	P51960	1
ENSMUST00000225876	A0A140LIX6	0
ENSMUST00000226723	A0A494B9Q5	0
ENSMUST00000181076	Q6J1H4	1
ENSMUST00000191315	P01108	1
ENSMUST00000209455	Q9EP93	0
ENSMUST00000226199	Q3UHH8-2	0
ENSMUST00000198407	P42128	1
ENSMUST00000138426	A2APM1	0
ENSMUST00000219766	Q6F3F9	0
ENSMUST00000152963	P41778	1
ENSMUST00000155350	Q8C6D4-2	0
ENSMUST00000130184	P28033	1
ENSMUST00000232089	P43028	0
ENSMUST00000153429	P97503	1
ENSMUST00000228452	Q9QXG4	0
ENSMUST00000129501	P54728	1
ENSMUST00000221493	F6TNF2	0
ENSMUST00000200678	P35582	1
ENSMUST00000127456	Q61550	1
ENSMUST00000188069	P59941	1
ENSMUST00000168686	Q62318	1
ENSMUST00000145804	O09106	1
ENSMUST00000200538	Q9R0A0	0
ENSMUST00000210285	Q5SVX2	0
ENSMUST00000144541	P53566	1
ENSMUST00000218463	A0A571BEW5	0
ENSMUST00000131457	Q9JHD2	1
ENSMUST00000146928	Q61501	1
ENSMUST00000193447	Q8VIG1	1
ENSMUST00000151122	A0A140LIH4	0
ENSMUST00000238396	Q9D0V8	0
ENSMUST00000194112	P26687	1
ENSMUST00000191885	P52633	1
ENSMUST00000181760	Q9JJZ8	0
ENSMUST00000199589	Q69Z61	0
ENSMUST00000136578	B1AWL5	0
ENSMUST00000197999	B7XG49	0
ENSMUST00000227361	Q8BFQ4	0
ENSMUST00000136525	E9QN01	0
ENSMUST00000127763	P26323	1
ENSMUST00000141390	P15806	1
ENSMUST00000221315	A2ASN1	0
ENSMUST00000205253	P17433	1
ENSMUST00000211080	Q9QZQ1	0
ENSMUST00000171429	Q8C788	0
ENSMUST00000151032	Q6R2P8	0
ENSMUST00000207441	Q00175	1
ENSMUST00000193725	Q80UJ1	0
ENSMUST00000129102	P81270	1
ENSMUST00000199507	P25799	1
ENSMUST00000207575	Q60821	1
ENSMUST00000184065	Q3UFY4	0
ENSMUST00000184823	A0A286YCC3	0
ENSMUST00000192625	O55112	0
ENSMUST00000154038	Q9CU62	1
ENSMUST00000125575	P27577	1
ENSMUST00000217104	Q3U492-2	0
ENSMUST00000206035	D6REF2	0
ENSMUST00000216752	Q9Z351-6	0
ENSMUST00000181875	O09100	1
ENSMUST00000144735	Q921N8	1
ENSMUST00000127006	Q64131	1
ENSMUST00000181713	Q99JB6	1
ENSMUST00000150482	Q8C6P8	1
ENSMUST00000203099	P01101	1
ENSMUST00000217695	A0A087WNY4	0
ENSMUST00000144092	P08775	1
ENSMUST00000175787	A0A0U1RQA1	0
ENSMUST00000188213	P37242	1
ENSMUST00000193830	P42225	1
ENSMUST00000166593	Q8C402	0
ENSMUST00000181717	P26687	1
ENSMUST00000181387	P09450	1
ENSMUST00000220603	F7BHW1	0
ENSMUST00000227918	Q08481-4	0
ENSMUST00000161529	Q8R555	0
ENSMUST00000129559	Q3UV55	1
ENSMUST00000197819	Q8C6C9	0
ENSMUST00000215223	A0A3B2WD03	0
ENSMUST00000137962	D3YY33	0
ENSMUST00000129158	P09450	1
ENSMUST00000151848	Q9CU62	1
ENSMUST00000235949	B8JJM6	0
ENSMUST00000140196	E9Q9J6	0
ENSMUST00000128647	P16951	1
ENSMUST00000129353	Q3TKT4	1
ENSMUST00000181831	Q3UNZ8	0
ENSMUST00000195083	H9KUZ8	0
ENSMUST00000180764	Q8BUN5	1
ENSMUST00000188800	Q61164	1
ENSMUST00000125374	Q8BZ33	0
ENSMUST00000151669	Q8VFI1	0
ENSMUST00000222598	Q91XT6	0
ENSMUST00000226673	Q6ZPK0	0
ENSMUST00000127709	P81270	1
ENSMUST00000222271	D6RHT6	0
ENSMUST00000210723	Q60936-2	0
ENSMUST00000198962	Q9R1E0	1
ENSMUST00000207878	O09106	1
ENSMUST00000150079	Q9D3R9	1
ENSMUST00000175891	Q3UV55	1
ENSMUST00000189659	Q9CY50	0
ENSMUST00000188418	Q61550	1
ENSMUST00000197170	E9Q470	0
ENSMUST00000148654	Q8BUN5	1
ENSMUST00000172202	Q5NCY0	1
ENSMUST00000126225	Q8BH79	0
ENSMUST00000180450	Q9QUR6	1
ENSMUST00000192040	Q91VL8	1
ENSMUST00000185716	Q5BKR2	0
ENSMUST00000142486	Q61188	1
ENSMUST00000145411	P27577	1
ENSMUST00000170103	Q9CQJ4	1
ENSMUST00000191938	Q8BRT1	0
ENSMUST00000191181	Q8BHC9	0
ENSMUST00000140401	Q8K4Z3	0
ENSMUST00000186955	Q9CZJ2	0
ENSMUST00000238553	A0A087WR62	0
ENSMUST00000160258	P81270	1
ENSMUST00000197576	Q8C7R7	1
ENSMUST00000140736	F8WHZ7	0
ENSMUST00000148637	Q8BPE4	0
ENSMUST00000195569	P51448	1
ENSMUST00000202680	P35583	1
ENSMUST00000210718	A0A338P713	0
ENSMUST00000202768	P01101	1
ENSMUST00000155384	P70314	1
ENSMUST00000135682	P10085	1
ENSMUST00000189538	Q8C8R3-3	0
ENSMUST00000220545	P35761-2	0
ENSMUST00000198306	Q9D2G5-2	0
ENSMUST00000185512	G3UZ08	0
ENSMUST00000180770	E9QPS1	0
ENSMUST00000143291	A2A9I7	1
ENSMUST00000214661	A0A0G2JFZ8	0
ENSMUST00000176569	E0CYC6	0
ENSMUST00000181282	P15806	1
ENSMUST00000196494	Q60611	1
ENSMUST00000230595	E9PWY7	0
ENSMUST00000218457	G3X8V0	0
ENSMUST00000155836	Q60644	1
ENSMUST00000137221	P63058	1
ENSMUST00000161565	F6V2R5	0
ENSMUST00000134633	Q99ME7	1
ENSMUST00000198349	P28700	1
ENSMUST00000182414	A0A1W2P7P6	0
ENSMUST00000123120	Q6J1H4	1
ENSMUST00000146658	P22605	1
ENSMUST00000176106	Q64131	1
ENSMUST00000205799	P42225	1
ENSMUST00000058665	P97503	1
ENSMUST00000188278	P06537	1
ENSMUST00000072769	Q61481-5	0
ENSMUST00000221964	Q7TR01	0
ENSMUST00000181274	P51450	1
ENSMUST00000209938	L7N2D6	0
ENSMUST00000205547	P70326	1
ENSMUST00000197975	Q06507	1
ENSMUST00000235475	O35691	0
ENSMUST00000194000	P42582	1
ENSMUST00000202958	A2AGJ9	0
ENSMUST00000237993	Q3YAB2	0
ENSMUST00000186582	Q61473	1
ENSMUST00000217446	A0A286YCL6	0
ENSMUST00000146728	Q9Z0Y9	1
ENSMUST00000139058	Q60954	1
ENSMUST00000205083	Q8C7R7	1
ENSMUST00000180442	P28700	1
ENSMUST00000172526	Q02248	1
ENSMUST00000124786	P43241	1
ENSMUST00000142509	P35583	1
ENSMUST00000204275	Q9CWR8	1
ENSMUST00000185769	F6YRI7	0
ENSMUST00000195210	Q61169	1
ENSMUST00000191003	A0A0A0MQK6	0
ENSMUST00000180571	Q00175	1
ENSMUST00000180434	A0A1L1SVE7	0
ENSMUST00000232735	O08609-2	0
ENSMUST00000191400	P59941	1
ENSMUST00000181050	Q6ZPF3-2	0
ENSMUST00000199508	P17679	1
ENSMUST00000185716	Q99JB6	1
ENSMUST00000202834	Q61550	1
ENSMUST00000220741	Q9CQG2-2	0
ENSMUST00000233366	Q8BPQ5	0
ENSMUST00000181527	Q9CZJ2	0
ENSMUST00000156275	P25799	1
ENSMUST00000187773	Q4VA93	0
ENSMUST00000146700	Q60611	1
ENSMUST00000193690	Q9CWR8	1
